INVENTO,INVENTOR,PROFESIONAL_ASIGANDO_AL_INVENTO,EL_PROFESIONAL_ES_JEFE_DEL_AREA,FECHA_CONTRATO_PROFESIONAL,SALARIO,COMISION,AREA_INVEST_DEL_PROF,RANKING,ANIO_DEL_INVENTO,PAIS_DEL_INVENTO,PAIS_DEL_INVENTOR,REGION_DEL_PAIS,CAPITAL,POBLACION_DEL_PAIS,AREA_EN_KM2,FRONTERA_CON,NORTE,SUR,ESTE,OESTE
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fotografía en Color,Ives,JAMES CLERK,,3-Dec-81,950,,Biología,6,1892,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Fotografía en Color,Ives,JAMES CLERK,,3-Dec-81,950,,Biología,6,1892,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fósforo,Walker,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1827,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,korea del Norte,,X,,
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Hungria,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Finlandia,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Polonia,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Republica Checa,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Rumania,,,,X
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Mongolia,,X,,
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Afghanistan,,X,,
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Iran,,X,,
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,Turquia,,X,,
Gasolina de alto octanaje,Ipatieff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1930,Rusia,Rusia,Europa del Este,Moscow,272500000,8649490,China,,X,,
Generador Electroestático,Vban de Graaff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Generador Electroestático,Vban de Graaff,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Globo,Mongolfier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1783,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Helicóptero,Sikorsky,FORD ANALYST,,3-Dec-81,3000,,Química,4,1939,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Helicóptero,Sikorsky,FORD ANALYST,,3-Dec-81,3000,,Química,4,1939,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Hilado de algodón,Whitney,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1793,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Hipótesis molecular,Avogadro,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1811,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Holografía,Gabor,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Holografía,Gabor,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Ignición eléctrica,Benz,JAMES CLERK,,3-Dec-81,950,,Biología,6,1880,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Mecánica,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Energía,9,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Imprenta,Gutenberg,SMITH CLERK,Óptica,17-Dec-80,800,,Biología,6,1450,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Impresora Braile,Braille,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1829,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Inducción eléctrica,Henry,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1830,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Interruptor,Hiliard,FORD ANALYST,,3-Dec-81,3000,,Química,4,1925,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Interruptor,Hiliard,FORD ANALYST,,3-Dec-81,3000,,Química,4,1925,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Kaleidoscopio,Brewster,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1817,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Lapicero de punta de bola,Loud,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lapicero de punta de bola,Loud,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Lavadora eléctrica,Hurley,JAMES CLERK,,3-Dec-81,950,,Biología,6,1907,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Lavadora eléctrica,Hurley,JAMES CLERK,,3-Dec-81,950,,Biología,6,1907,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Layes del movimiento,Newton,CLARK MANAGER,Matemática,9-Jun-81,2450,,Electrónica,8,1687,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
